NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
2_SA2_S2_a_57,654,1175,LGA30_4.C25,-7.6507 ,227.8521 ,THROUGH,,,,,L654.DQ0_WT,-25.5100 ,10.0000 ,THROUGH,TOP,2.412 ,0.43 ,-0.01 ,8.20 ,8.08 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.25 ,,
2_SA2_S2_a_33,655,1163,LGA30_3.C09,-15.6606 ,246.7821 ,THROUGH,,,,,L655.DQ0_WT,-25.5100 ,5.0000 ,THROUGH,TOP,2.416 ,0.45 ,0.08 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA6_S1_b_57,672,476,LGA11_4.B26,-27.0120 ,-225.3252 ,THROUGH,,,,,L672.DQ0_WT,-18.5100 ,-83.0000 ,THROUGH,TOP,2.337 ,0.17 ,-1.73 ,8.12 ,8.20 ,0.08 ,0.13 ,0.02 ,0.60 ,-1.01 ,,
1_SA6_S1_a_25,683,461,LGA11_2.A25,-11.8875 ,-227.5187 ,THROUGH,,,,,L683.DQ0_WT,-25.5100 ,-139.0000 ,THROUGH,TOP,2.379 ,0.32 ,-0.77 ,8.16 ,8.26 ,0.10 ,0.16 ,0.30 ,0.61 ,-0.63 ,,
1_SA6_S2_a_57,714,503,LGA11_4.C25,-28.0874 ,-226.2437 ,THROUGH,,,,,L714.DQ0_WT,-18.5100 ,-11.0000 ,THROUGH,TOP,2.415 ,0.45 ,0.06 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
1_SA6_S1_b_19,728,460,LGA11_2.B14,-15.2683 ,-241.7975 ,THROUGH,,,,,L728.DQ0_WT,-11.7100 ,-83.0000 ,THROUGH,TOP,2.327 ,0.13 ,-1.96 ,8.12 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.01 ,,
2_SA3_S2_b_9,745,1266,LGA31_1.D26,10.8121 ,226.6003 ,THROUGH,,,,,L745.DQ0_WT,-4.7100 ,118.0000 ,THROUGH,TOP,2.389 ,0.35 ,-0.54 ,8.14 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA3_S2_b_11,746,1268,LGA31_1.D30,10.4983 ,222.6126 ,THROUGH,,,,,L746.DQ0_WT,-4.7100 ,113.0000 ,THROUGH,TOP,2.400 ,0.39 ,-0.29 ,0.00 ,8.14 ,,,,,,,
2_SA3_S2_a_1,747,1261,LGA31_1.C09,10.1775 ,247.2136 ,THROUGH,,,,,L747.DQ0_WT,-4.7100 ,107.0000 ,THROUGH,TOP,2.366 ,0.27 ,-1.06 ,0.00 ,8.20 ,,,,,,,
2_SA3_S2_a_11,750,1267,LGA31_1.C29,8.3337 ,223.7860 ,THROUGH,,,,,L750.DQ0_WT,-4.7100 ,92.0000 ,THROUGH,TOP,2.393 ,0.37 ,-0.45 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA3_S2_a_17,751,1269,LGA31_2.C09,16.6575 ,246.7036 ,THROUGH,,,,,L751.DQ0_WT,-4.7100 ,87.0000 ,THROUGH,TOP,2.402 ,0.40 ,-0.24 ,8.10 ,8.10 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.20 ,,
2_SA3_S2_a_19,752,1271,LGA31_2.C13,16.3436 ,242.7159 ,THROUGH,,,,,L752.DQ0_WT,-4.7100 ,82.0000 ,THROUGH,TOP,2.383 ,0.33 ,-0.68 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
2_SA3_S2_a_25,753,1273,LGA31_2.C25,15.1275 ,227.2637 ,THROUGH,,,,,L753.DQ0_WT,-4.7100 ,77.0000 ,THROUGH,TOP,2.415 ,0.45 ,0.06 ,8.12 ,8.12 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.01 ,,
2_SA3_S1_b_17,754,1242,LGA31_2.B10,15.5821 ,245.7851 ,THROUGH,,,,,L754.DQ0_WT,-4.7100 ,71.0000 ,THROUGH,TOP,2.367 ,0.28 ,-1.04 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
2_SA3_S1_b_19,755,1244,LGA31_2.B14,15.2683 ,241.7975 ,THROUGH,,,,,L755.DQ0_WT,-4.7100 ,66.0000 ,THROUGH,TOP,2.356 ,0.24 ,-1.29 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
2_SA5_S1_b_1,758,1458,LGA33_1.B10,84.7660 ,231.4279 ,THROUGH,,,,,L758.DQ0_WT,-4.7100 ,51.0000 ,THROUGH,TOP,2.393 ,0.37 ,-0.45 ,8.04 ,8.08 ,0.04 ,0.06 ,-0.54 ,0.58 ,-1.77 ,,
2_SA5_S1_a_35,761,1473,LGA33_3.A13,93.5497 ,224.5424 ,THROUGH,,,,,L761.DQ0_WT,-4.7100 ,35.0000 ,THROUGH,TOP,2.376 ,0.31 ,-0.84 ,8.14 ,8.14 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.82 ,,
2_SA5_S1_a_41,762,1475,LGA33_3.A25,87.6181 ,210.2223 ,THROUGH,,,,,L762.DQ0_WT,-4.7100 ,30.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.14 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA5_S1_a_43,763,1477,LGA33_3.A29,86.0874 ,206.5267 ,THROUGH,,,,,L763.DQ0_WT,-4.7100 ,25.0000 ,THROUGH,TOP,2.405 ,0.41 ,-0.17 ,8.34 ,8.14 ,0.20 ,0.31 ,1.70 ,0.67 ,1.08 ,,
1_SA6_S2_a_25,768,489,LGA11_2.C25,-15.1275 ,-227.2637 ,THROUGH,,,,,L768.DQ0_WT,-11.7100 ,-11.0000 ,THROUGH,TOP,2.415 ,0.45 ,0.06 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA6_S2_a_19,770,487,LGA11_2.C13,-16.3436 ,-242.7159 ,THROUGH,,,,,L770.DQ0_WT,-4.7100 ,-11.0000 ,THROUGH,TOP,2.432 ,0.51 ,0.45 ,8.30 ,8.22 ,0.08 ,0.13 ,0.02 ,0.66 ,0.70 ,,
1_SA6_S2_a_1,773,477,LGA11_1.C09,-10.1775 ,-247.2136 ,THROUGH,,,,,L773.DQ0_WT,-4.7100 ,-26.0000 ,THROUGH,TOP,2.415 ,0.45 ,0.06 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
1_SA6_S2_a_3,774,479,LGA11_1.C13,-9.8636 ,-243.2259 ,THROUGH,,,,,L774.DQ0_WT,-4.7100 ,-31.0000 ,THROUGH,TOP,2.428 ,0.49 ,0.36 ,8.26 ,8.18 ,0.08 ,0.13 ,0.02 ,0.64 ,0.32 ,,
1_SA5_S2_a_41,775,383,LGA10_3.C25,14.1306 ,-227.3422 ,THROUGH,,,,,L775.DQ0_WT,-4.7100 ,-37.0000 ,THROUGH,TOP,2.441 ,0.54 ,0.65 ,8.18 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA5_S2_a_43,777,385,LGA10_3.C29,13.8168 ,-223.3545 ,THROUGH,,,,,L777.DQ0_WT,-4.7100 ,-47.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.26 ,8.12 ,0.14 ,0.22 ,0.86 ,0.64 ,0.32 ,,
1_SA5_S2_a_49,778,387,LGA10_4.C09,9.1807 ,-247.2920 ,THROUGH,,,,,L778.DQ0_WT,-4.7100 ,-52.0000 ,THROUGH,TOP,2.379 ,0.32 ,-0.77 ,8.12 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.01 ,,
1_SA5_S2_a_51,780,389,LGA10_4.C13,8.8668 ,-243.3043 ,THROUGH,,,,,L780.DQ0_WT,-4.7100 ,-62.0000 ,THROUGH,TOP,2.383 ,0.33 ,-0.68 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA5_S2_a_33,781,379,LGA10_3.C09,15.6606 ,-246.7821 ,THROUGH,,,,,L781.DQ0_WT,-4.7100 ,-67.0000 ,THROUGH,TOP,2.405 ,0.41 ,-0.17 ,8.22 ,8.08 ,0.14 ,0.22 ,0.86 ,0.63 ,-0.06 ,,
1_SA5_S1_b_33,782,352,LGA10_3.B10,16.5790 ,-245.7067 ,THROUGH,,,,,L782.DQ0_WT,-4.7100 ,-73.0000 ,THROUGH,TOP,2.399 ,0.39 ,-0.31 ,8.12 ,8.12 ,0.00 ,0.00 ,-1.10 ,0.60 ,-1.01 ,,
1_SA6_S1_b_9,785,454,LGA11_1.B26,-7.5721 ,-226.8552 ,THROUGH,,,,,L785.DQ0_WT,-4.7100 ,-88.0000 ,THROUGH,TOP,2.360 ,0.25 ,-1.20 ,8.26 ,8.10 ,0.16 ,0.25 ,1.14 ,0.64 ,0.32 ,,
1_SA6_S1_b_11,786,456,LGA11_1.B30,-7.2583 ,-222.8676 ,THROUGH,,,,,L786.DQ0_WT,-4.7100 ,-93.0000 ,THROUGH,TOP,2.396 ,0.38 ,-0.38 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
1_SA6_S1_a_35,789,465,LGA11_3.A13,-19.5837 ,-242.4609 ,THROUGH,,,,,L789.DQ0_WT,-4.7100 ,-109.0000 ,THROUGH,TOP,2.318 ,0.10 ,-2.16 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
1_SA6_S1_a_41,790,467,LGA11_3.A25,-18.3675 ,-227.0087 ,THROUGH,,,,,L790.DQ0_WT,-4.7100 ,-114.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
1_SA6_S1_a_43,791,469,LGA11_3.A29,-18.0537 ,-223.0210 ,THROUGH,,,,,L791.DQ0_WT,-4.7100 ,-119.0000 ,THROUGH,TOP,2.379 ,0.32 ,-0.77 ,8.18 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
2_SA3_S2_b_43,801,1282,LGA31_3.D30,23.4583 ,221.5926 ,THROUGH,,,,,L801.DQ0_WT,4.6900 ,118.0000 ,THROUGH,TOP,2.350 ,0.22 ,-1.43 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
2_SA3_S2_b_49,802,1284,LGA31_4.D10,31.7820 ,244.5101 ,THROUGH,,,,,L802.DQ0_WT,4.6900 ,113.0000 ,THROUGH,TOP,2.321 ,0.11 ,-2.10 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA3_S2_a_35,803,1277,LGA31_3.C13,22.8236 ,242.2059 ,THROUGH,,,,,L803.DQ0_WT,4.6900 ,107.0000 ,THROUGH,TOP,2.386 ,0.34 ,-0.61 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
2_SA3_S2_a_49,806,1283,LGA31_4.C09,29.6174 ,245.6836 ,THROUGH,,,,,L806.DQ0_WT,4.6900 ,92.0000 ,THROUGH,TOP,2.338 ,0.17 ,-1.71 ,8.32 ,8.24 ,0.08 ,0.13 ,0.02 ,0.66 ,0.89 ,,
2_SA3_S2_a_51,807,1285,LGA31_4.C13,29.3035 ,241.6959 ,THROUGH,,,,,L807.DQ0_WT,4.6900 ,87.0000 ,THROUGH,TOP,2.364 ,0.27 ,-1.11 ,8.32 ,8.14 ,0.18 ,0.28 ,1.42 ,0.66 ,0.89 ,,
2_SA3_S2_a_57,808,1287,LGA31_4.C25,28.0874 ,226.2437 ,THROUGH,,,,,L808.DQ0_WT,4.6900 ,82.0000 ,THROUGH,TOP,2.392 ,0.36 ,-0.47 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
2_SA3_S2_a_33,809,1275,LGA31_3.C09,23.1375 ,246.1936 ,THROUGH,,,,,L809.DQ0_WT,4.6900 ,77.0000 ,THROUGH,TOP,2.425 ,0.48 ,0.29 ,8.28 ,8.16 ,0.12 ,0.19 ,0.58 ,0.65 ,0.51 ,,
2_SA3_S1_b_49,810,1256,LGA31_4.B10,28.5420 ,244.7651 ,THROUGH,,,,,L810.DQ0_WT,4.6900 ,71.0000 ,THROUGH,TOP,2.344 ,0.19 ,-1.57 ,8.28 ,8.20 ,0.08 ,0.13 ,0.02 ,0.65 ,0.51 ,,
2_SA3_S1_b_43,811,1254,LGA31_3.B30,20.2183 ,221.8476 ,THROUGH,,,,,L811.DQ0_WT,4.6900 ,66.0000 ,THROUGH,TOP,2.344 ,0.19 ,-1.57 ,8.38 ,8.16 ,0.22 ,0.34 ,1.98 ,0.68 ,1.46 ,,
2_SA5_S1_b_25,814,1470,LGA33_2.B26,83.3089 ,210.9247 ,THROUGH,,,,,L814.DQ0_WT,4.6900 ,51.0000 ,THROUGH,TOP,2.402 ,0.40 ,-0.24 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
2_SA6_S2_b_1,817,1598,LGA34_1.D10,122.6968 ,213.6202 ,THROUGH,,,,,L817.DQ0_WT,4.6900 ,35.0000 ,THROUGH,TOP,2.432 ,0.51 ,0.45 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
2_SA6_S2_b_3,818,1600,LGA34_1.D14,120.6068 ,210.2097 ,THROUGH,,,,,L818.DQ0_WT,4.6900 ,30.0000 ,THROUGH,TOP,2.396 ,0.38 ,-0.38 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
2_SA6_S2_b_9,819,1602,LGA34_1.D26,112.5080 ,196.9937 ,THROUGH,,,,,L819.DQ0_WT,4.6900 ,25.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
1_SA3_S2_b_43,826,162,LGA08_3.D30,79.6995 ,-208.0903 ,THROUGH,,,,,L826.DQ0_WT,4.6900 ,-11.0000 ,THROUGH,TOP,2.438 ,0.53 ,0.58 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA3_S2_b_51,829,166,LGA08_4.D14,81.1566 ,-228.5933 ,THROUGH,,,,,L829.DQ0_WT,4.6900 ,-26.0000 ,THROUGH,TOP,2.383 ,0.33 ,-0.68 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
1_SA3_S2_b_33,830,156,LGA08_3.D10,88.6925 ,-229.8014 ,THROUGH,,,,,L830.DQ0_WT,4.6900 ,-31.0000 ,THROUGH,TOP,2.428 ,0.49 ,0.36 ,8.20 ,8.22 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA5_S2_a_3,831,367,LGA10_1.C13,28.3067 ,-241.7744 ,THROUGH,,,,,L831.DQ0_WT,4.6900 ,-37.0000 ,THROUGH,TOP,2.428 ,0.49 ,0.36 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
1_SA5_S2_a_11,833,371,LGA10_1.C29,26.7768 ,-222.3345 ,THROUGH,,,,,L833.DQ0_WT,4.6900 ,-47.0000 ,THROUGH,TOP,2.448 ,0.56 ,0.81 ,0.00 ,0.00 ,,,,,,,
1_SA5_S2_a_9,834,369,LGA10_1.C25,27.0906 ,-226.3222 ,THROUGH,,,,,L834.DQ0_WT,4.6900 ,-52.0000 ,THROUGH,TOP,2.428 ,0.49 ,0.36 ,8.28 ,8.10 ,0.18 ,0.28 ,1.42 ,0.65 ,0.51 ,,
1_SA5_S2_a_17,836,373,LGA10_2.C09,22.1406 ,-246.2721 ,THROUGH,,,,,L836.DQ0_WT,4.6900 ,-62.0000 ,THROUGH,TOP,2.386 ,0.34 ,-0.61 ,8.20 ,8.08 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.25 ,,
1_SA5_S2_a_25,837,377,LGA10_2.C25,20.6106 ,-226.8322 ,THROUGH,,,,,L837.DQ0_WT,4.6900 ,-67.0000 ,THROUGH,TOP,2.327 ,0.13 ,-1.96 ,8.16 ,8.22 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
1_SA5_S1_b_25,838,350,LGA10_2.B26,21.5291 ,-225.7568 ,THROUGH,,,,,L838.DQ0_WT,4.6900 ,-73.0000 ,THROUGH,TOP,2.383 ,0.33 ,-0.68 ,8.10 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.20 ,,
1_SA5_S1_b_41,841,356,LGA10_3.B26,15.0491 ,-226.2668 ,THROUGH,,,,,L841.DQ0_WT,4.6900 ,-88.0000 ,THROUGH,TOP,2.324 ,0.12 ,-2.03 ,8.16 ,8.16 ,0.00 ,0.00 ,-1.10 ,0.61 ,-0.63 ,,
1_SA5_S1_b_35,842,354,LGA10_3.B14,16.2652 ,-241.7190 ,THROUGH,,,,,L842.DQ0_WT,4.6900 ,-93.0000 ,THROUGH,TOP,2.399 ,0.39 ,-0.31 ,8.06 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.58 ,-1.58 ,,
1_SA5_S2_b_3,845,368,LGA10_1.D14,25.9852 ,-240.9540 ,THROUGH,,,,,L845.DQ0_WT,4.6900 ,-109.0000 ,THROUGH,TOP,2.327 ,0.13 ,-1.96 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA5_S2_b_1,846,366,LGA10_1.D10,26.2990 ,-244.9417 ,THROUGH,,,,,L846.DQ0_WT,4.6900 ,-114.0000 ,THROUGH,TOP,2.350 ,0.22 ,-1.43 ,8.18 ,8.26 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
1_SA5_S2_b_11,847,372,LGA10_1.D30,24.4552 ,-221.5141 ,THROUGH,,,,,L847.DQ0_WT,4.6900 ,-119.0000 ,THROUGH,TOP,2.350 ,0.22 ,-1.43 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
1_SA4_S1_b_35,888,242,LGA09_3.B14,53.8781 ,-236.1986 ,THROUGH,,,,,L888.DQ0_WT,11.6900 ,-42.0000 ,THROUGH,TOP,2.406 ,0.41 ,-0.15 ,8.18 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.62 ,-0.44 ,,
1_SA5_S1_b_1,898,338,LGA10_1.B10,29.5390 ,-244.6867 ,THROUGH,,,,,L898.DQ0_WT,11.6900 ,-93.0000 ,THROUGH,TOP,2.360 ,0.25 ,-1.20 ,8.28 ,8.20 ,0.08 ,0.13 ,0.02 ,0.65 ,0.51 ,,
1_SA4_S1_b_1,944,226,LGA09_1.B10,67.4528 ,-237.0533 ,THROUGH,,,,,L944.DQ0_WT,18.4900 ,-42.0000 ,THROUGH,TOP,2.429 ,0.49 ,0.38 ,8.20 ,8.10 ,0.10 ,0.16 ,0.30 ,0.63 ,-0.25 ,,
1_SA4_S2_a_43,954,273,LGA09_3.C29,48.5870 ,-218.4432 ,THROUGH,,,,,L954.DQ0_WT,18.4900 ,-93.0000 ,THROUGH,TOP,2.341 ,0.18 ,-1.64 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA4_S2_b_57,961,280,LGA09_4.D26,40.7792 ,-223.4030 ,THROUGH,,,,,L961.DQ0_WT,25.4900 ,-129.0000 ,THROUGH,TOP,2.422 ,0.47 ,0.22 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
1_SA4_S2_b_51,962,278,LGA09_4.D14,44.3976 ,-238.4747 ,THROUGH,,,,,L962.DQ0_WT,25.4900 ,-134.0000 ,THROUGH,TOP,2.324 ,0.12 ,-2.03 ,8.10 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.60 ,-1.20 ,,
1_SA4_S2_b_33,963,268,LGA09_3.D10,51.6517 ,-240.8468 ,THROUGH,,,,,L963.DQ0_WT,25.4900 ,-139.0000 ,THROUGH,TOP,2.409 ,0.42 ,-0.08 ,0.00 ,0.00 ,,,,,,,
2_SA4_S4_a_41,985,1447,LGA36_3.C25,175.6179 ,145.0602 ,THROUGH,,,,,L985.DQ0_WT,25.4900 ,35.0000 ,THROUGH,TOP,2.386 ,0.34 ,-0.61 ,8.28 ,8.22 ,0.06 ,0.09 ,-0.26 ,0.65 ,0.51 ,,
1_SA3_S1_b_35,1006,130,LGA08_3.B14,90.1644 ,-224.8622 ,THROUGH,,,,,L1006.DQ0_WT,39.2900 ,-83.0000 ,THROUGH,TOP,2.370 ,0.29 ,-0.97 ,8.26 ,8.12 ,0.14 ,0.22 ,0.86 ,0.64 ,0.32 ,,
1_SA4_S1_a_57,1017,251,LGA09_4.A25,46.3607 ,-223.0914 ,THROUGH,,,,,L1017.DQ0_WT,32.2900 ,-129.0000 ,THROUGH,TOP,2.383 ,0.33 ,-0.68 ,8.20 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.25 ,,
1_SA4_S1_a_51,1018,249,LGA09_4.A13,49.9791 ,-238.1631 ,THROUGH,,,,,L1018.DQ0_WT,32.2900 ,-134.0000 ,THROUGH,TOP,2.308 ,0.07 ,-2.39 ,8.14 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA4_S1_a_33,1019,239,LGA09_3.A09,57.2331 ,-240.5352 ,THROUGH,,,,,L1019.DQ0_WT,32.2900 ,-139.0000 ,THROUGH,TOP,2.376 ,0.31 ,-0.84 ,8.14 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
2_SA4_S2_b_57,1021,1400,LGA32_4.D26,65.0883 ,217.5668 ,THROUGH,,,,,L1021.DQ0_WT,39.2900 ,133.0000 ,THROUGH,TOP,2.328 ,0.14 ,-1.94 ,8.10 ,8.20 ,0.10 ,0.16 ,0.30 ,0.60 ,-1.20 ,,
2_SA6_S3_b_1,1040,1626,LGA38_1.B10,223.5828 ,103.7056 ,THROUGH,,,,,L1040.DQ0_WT,32.2900 ,35.0000 ,THROUGH,TOP,2.399 ,0.39 ,-0.31 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA2_S2_a_25,1060,41,LGA07_2.C25,121.3439 ,-192.7519 ,THROUGH,,,,,L1060.DQ0_WT,46.0900 ,-67.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
2_SA4_S2_b_3,1075,1376,LGA32_1.D14,49.7455 ,237.1908 ,THROUGH,,,,,L1075.DQ0_WT,46.0900 ,133.0000 ,THROUGH,TOP,2.347 ,0.20 ,-1.50 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA3_S1_a_41,1175,131,LGA08_3.A25,86.6942 ,-210.6049 ,THROUGH,,,,,L1175.DQ0_WT,53.0900 ,-109.0000 ,THROUGH,TOP,2.341 ,0.18 ,-1.64 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
1_SA3_S4_a_11,1208,203,LGA03_1.C29,210.2579 ,-77.0795 ,THROUGH,,,,,L1208.DQ0_WT,53.0900 ,-16.0000 ,THROUGH,TOP,2.364 ,0.27 ,-1.11 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA6_S3_b_43,1220,526,LGA06_3.B30,142.5734 ,-171.1664 ,THROUGH,,,,,L1220.DQ0_WT,66.8900 ,-78.0000 ,THROUGH,TOP,2.380 ,0.32 ,-0.74 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA3_S1_a_3,1226,115,LGA08_1.A13,104.6363 ,-219.9501 ,THROUGH,,,,,L1226.DQ0_WT,59.8900 ,-109.0000 ,THROUGH,TOP,2.337 ,0.17 ,-1.73 ,8.18 ,8.18 ,0.00 ,0.00 ,-1.10 ,0.62 ,-0.44 ,,
2_SA6_S1_a_57,1234,1595,LGA34_4.A25,124.9675 ,190.5313 ,THROUGH,,,,,L1234.DQ0_WT,73.6900 ,113.0000 ,THROUGH,TOP,2.347 ,0.20 ,-1.50 ,8.10 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.20 ,,
2_SA7_S1_a_51,1239,1705,LGA35_4.A13,163.3011 ,180.4227 ,THROUGH,,,,,L1239.DQ0_WT,73.6900 ,87.0000 ,THROUGH,TOP,2.330 ,0.14 ,-1.89 ,8.20 ,8.20 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.25 ,,
2_SA4_S3_a_33,1248,1415,LGA36_3.A09,188.3351 ,160.1958 ,THROUGH,,,,,L1248.DQ0_WT,59.8900 ,41.0000 ,THROUGH,TOP,2.392 ,0.36 ,-0.47 ,8.24 ,8.04 ,0.20 ,0.31 ,1.70 ,0.64 ,0.13 ,,
1_SA3_S3_a_49,1259,191,LGA03_4.A09,225.7504 ,-101.0856 ,THROUGH,,,,,L1259.DQ0_WT,59.8900 ,-16.0000 ,THROUGH,TOP,2.338 ,0.17 ,-1.71 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA6_S3_b_35,1271,522,LGA06_3.B14,155.2376 ,-185.9943 ,THROUGH,,,,,L1271.DQ0_WT,73.6900 ,-78.0000 ,THROUGH,TOP,2.367 ,0.28 ,-1.04 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA7_S1_b_3,1281,1684,LGA35_1.B14,149.5346 ,190.8652 ,THROUGH,,,,,L1281.DQ0_WT,80.6900 ,123.0000 ,THROUGH,TOP,2.350 ,0.22 ,-1.43 ,8.28 ,8.16 ,0.12 ,0.19 ,0.58 ,0.65 ,0.51 ,,
2_SA7_S1_b_9,1282,1686,LGA35_1.B26,139.4682 ,179.0789 ,THROUGH,,,,,L1282.DQ0_WT,80.6900 ,118.0000 ,THROUGH,TOP,2.360 ,0.25 ,-1.20 ,0.00 ,0.00 ,,,,,,,
2_SA6_S4_b_9,1301,1658,LGA38_1.D26,206.8109 ,93.2407 ,THROUGH,,,,,L1301.DQ0_WT,66.8900 ,20.0000 ,THROUGH,TOP,2.406 ,0.41 ,-0.15 ,8.32 ,8.18 ,0.14 ,0.22 ,0.86 ,0.66 ,0.89 ,,
2_SA6_S4_b_17,1303,1662,LGA38_2.D10,227.3140 ,94.6977 ,THROUGH,,,,,L1303.DQ0_WT,80.6900 ,10.0000 ,THROUGH,TOP,2.370 ,0.29 ,-0.97 ,8.38 ,8.26 ,0.12 ,0.19 ,0.58 ,0.68 ,1.46 ,,
1_SA3_S3_a_19,1310,179,LGA03_2.A13,227.0298 ,-87.5445 ,THROUGH,,,,,L1310.DQ0_WT,73.6900 ,-16.0000 ,THROUGH,TOP,2.370 ,0.29 ,-0.97 ,8.24 ,8.14 ,0.10 ,0.16 ,0.30 ,0.64 ,0.13 ,,
